"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RISK_DELETED,RISK_DELETED,Confidential,This field indicates if the risk was soft deleted,This field indicates if the risk was soft deleted,false,false,CHAR(18),BOOLEAN
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,RISK_ID,RISK_ID,Confidential,,,false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,TAGNUMBER,TAGNUMBER,Restricted General - PII,"Number identifying the vehicle tag, i.e. license plate.
","Number identifying the vehicle tag, i.e. license plate.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,TAGSURRENDERDATE,TAGSURRENDERDATE,Confidential,"Date the policyholder surrendered the license plates (tags) for a vehicle he is deleting from the policy or from which mandatory coverages are being deleted. Note: When the tags have been surrendered on NY registered vehicles, this column indicates the date the NY DMV issued form FS-6, acknowledging receipt of the tags.
","Date the policyholder surrendered the license plates (tags) for a vehicle he is deleting from the policy or from which mandatory coverages are being deleted. Note: When the tags have been surrendered on NY registered vehicles, this column indicates the date the NY DMV issued form FS-6, acknowledging receipt of the tags.
",false,false,DATE,DATE
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,VEHICLEAGE,VEHICLEAGE,Confidential,"Code identifying the age group of the vehicle. The group age is established based on the model year of the vehicle and the date it is added to the policy.
","Code identifying the age group of the vehicle. The group age is established based on the model year of the vehicle and the date it is added to the policy.
",false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,VEHICLE_DELETED,VEHICLE_DELETED,Confidential,An indicator identifying whether this node is deleted. This node will be removed from the manuscript during renewal if it is set to true.  ,An indicator identifying whether this node is deleted. This node will be removed from the manuscript during renewal if it is set to true.  ,false,false,CHAR(18),BOOLEAN
SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,SAT_PEAK_VEHICLE_REGISTRATIONOWNERSHIP,Satellite containing descriptive columns related to a vehicle.,Satellite containing descriptive columns related to a vehicle.,VEHICLE_ID,VEHICLE_ID,Confidential,Unique GUID generated in ADC for vehicle node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model.  ,Unique GUID generated in ADC for vehicle node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model.  ,false,false,VARCHAR(20),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,,,false,true,TIMESTAMP,TIMESTAMP
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,TRANSACTION_HAS_TRANSACTION_HK,POLICY_TRANSACTION_HAS_POLICY_TRANSACTION_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,true,BINARY(16),BINARY(16)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,EFFECTIVE_TIMESTAMP,EFFECTIVE_TIMESTAMP,Confidential,Should be set to beginning of day (time) when being set for a specific date. The transaction effective date of the current transaction.,Should be set to beginning of day (time) when being set for a specific date.,false,false,TIMESTAMP,TIMESTAMP
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,HASHDIFF,HASHDIFF,Confidential,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,Checksum value used to detect record level changes in the source system for values stored in the satellite target table. Should always include the hash key (HK) for the record from the hub table as well as all descriptive (non data vault specific metadata fields) in the satellite table. For a list of all satellite fields which should be included in the hashdiff of the table look at the UDP named INCLUDE_IN_HASHDIFF. If it is set to true then it shoudl be included else it is not included.,false,false,BINARY(16),BINARY(16)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,RECORD_SOURCE,RECORD_SOURCE,Confidential,"Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.","Manually assigned text value representing the data source from which the record originated. Ex - PEAK, OASIS, RATABASE, ATLAS, etc.",false,false,VARCHAR(100),VARCHAR(100)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,INCLUDEDELETED,INCLUDEDELETED,Confidential,"This is the primary key of the ADC history table; at Geico, there is no equivalent field.Unique identifier to retrieve this business transaction's historical data from the DuckCreek database. This ID is globally unique can be used to retrieve data from a specific Policy contract point in time via the Policy API. The history ID and the data associatedto a policy image indexed by the history ID is always unique. When an out-of-sequenceevent occurs, this history ID stays unchanged, other than it being marked as ""deprecated""or no longer applying (represented by an ""offset"" event message). When the automatic OOS reconciliation process occurs, a new history ID will represent the modified history asan ""onset"" event.","This is the primary key of the ADC history table; at Geico, there is no equivalent field.Unique identifier to retrieve this business transaction's historical data from the DuckCreek database. This ID is globally unique can be used to retrieve data from a specific Policy contract point in time via the Policy API. The history ID and the data associatedto a policy image indexed by the history ID is always unique. When an out-of-sequenceevent occurs, this history ID stays unchanged, other than it being marked as ""deprecated""or no longer applying (represented by an ""offset"" event message). When the automatic OOS reconciliation process occurs, a new history ID will represent the modified history asan ""onset"" event.",false,false,BOOLEAN,BOOLEAN
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,PRODUCTKIND,PRODUCTKIND,Confidential,,,false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,RETRIEVEPOLICY_ID,RETRIEVEPOLICY_ID,Confidential,,,false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,DATA_ID,DATA_ID,Confidential,,,false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,POLICYADMIN_ID,POLICYADMIN_ID,Confidential,,,false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,TRANSACTIONS_ID,TRANSACTIONS_ID,Confidential,"Unique GUID generated in ADC for transactions node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model
","Unique GUID generated in ADC for transactions node. This GUID will not change throughout the policy life. This field is for ADC internal usage and there is no equivalent field at Geico Oasis model
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,TRANSACTION_ID,TRANSACTION_ID,Confidential,"The technical GUID of the business transaction that originated the policy event. Thisvalue correlates back to the policy data stored for that business transaction. This IDis the referenced in the transGroup, OnsetBy, DeprecatedBy, and OriginalID elementswhich are used internally in ADC to correlate those out of sequence events together
","The technical GUID of the business transaction that originated the policy event. Thisvalue correlates back to the policy data stored for that business transaction. This IDis the referenced in the transGroup, OnsetBy, DeprecatedBy, and OriginalID elementswhich are used internally in ADC to correlate those out of sequence events together
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,CHARGE,CHARGE,Confidential,"The prorated charge for the current business transaction.
","The prorated charge for the current business transaction.
",false,false,FLOAT,FLOAT
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,COMMITFAILURE,COMMITFAILURE,Confidential,"This element will indicate if there was a technical failure during the commit process. The value will be reset when the failure is resolved. 
","This element will indicate if there was a technical failure during the commit process. The value will be reset when the failure is resolved. 
",false,false,BOOLEAN,BOOLEAN
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,COMMITSTATUS,COMMITSTATUS,Confidential,"This element indicates the status of the commit process. These values will be reset after successful completion of the commit process.Valid values, complete:Failure (There is a failure in the commit process.)InProgress (The commit process is in progress.) 
","This element indicates the status of the commit process. These values will be reset after successful completion of the commit process.Valid values, complete:Failure (There is a failure in the commit process.)InProgress (The commit process is in progress.) 
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_TRANSACTION,SAT_PEAK_TRANSACTION,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,Peak transaction satellite. Holds descripting attributes for a PEAK transaction.,CONVERTEDTRANSACTIONTYPE,CONVERTEDTRANSACTIONTYPE,Confidential,"This is used by ADC to turn a customized transaction type into ADC transaction typeso that ADC TransACT product would know how to process that transaction. For example,if GEICO had a customized transaction type called Amend that was equivalent to ADC OOBtransaction type of Endorse. So the Type would be Amend and the Converted TransactionType would be Endorse. Not relevant to the GEICO deployment of Duck Creek
","This is used by ADC to turn a customized transaction type into ADC transaction typeso that ADC TransACT product would know how to process that transaction. For example,if GEICO had a customized transaction type called Amend that was equivalent to ADC OOBtransaction type of Endorse. So the Type would be Amend and the Converted TransactionType would be Endorse. Not relevant to the GEICO deployment of Duck Creek
",false,false,VARCHAR(16777216),VARCHAR(16777216)
